id,chain_battle_mission_id,item_id,item_type,quantity,card_exp_init,description,gift_description
1727,330,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1728,330,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1729,330,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1730,330,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1731,330,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1732,331,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
1733,331,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1734,331,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1735,331,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1736,331,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1737,331,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1738,332,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
1739,332,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
1740,332,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1741,332,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1742,332,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1743,332,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1744,332,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1745,333,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
1746,334,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
1747,335,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
1748,335,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
1749,336,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
1750,336,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
1751,336,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
1752,337,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
1753,338,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
1754,339,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
1755,340,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
1756,341,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
1757,342,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
1758,343,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
1759,344,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
1760,344,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
1761,345,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
1762,345,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
1763,345,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
1764,346,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
1765,346,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
1766,346,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
1767,347,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
1768,348,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
1769,349,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
1770,349,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
1771,349,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
1772,350,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
1773,350,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1774,350,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1775,350,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1776,350,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1777,350,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1778,351,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
1779,351,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1780,351,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1781,351,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1782,351,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1783,351,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1784,352,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
1785,352,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
1786,352,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1787,352,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1788,352,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1789,352,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1790,352,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1791,353,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
1792,354,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
1793,355,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
1794,355,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
1795,356,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
1796,356,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
1797,356,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
1798,357,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
1799,358,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
1800,359,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
1801,360,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
1802,361,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
1803,362,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
1804,363,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
1805,364,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
1806,364,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
1807,365,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
1808,365,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
1809,365,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
1810,366,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
1811,366,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
1812,366,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
1813,367,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
1814,368,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
1815,369,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
1816,369,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
1817,369,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
1818,370,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
1819,370,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1820,370,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1821,370,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1822,370,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1823,370,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1824,371,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
1825,371,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1826,371,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1827,371,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1828,371,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1829,371,10,PotentialItem,500,0,PHY Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1830,372,11,Point::Stone,3,0,Dragon Stone x3,"Deal 60 million or more damage 
in a single battle."
1831,372,2001,TreasureItem,250,0,Emblem of Cooperation x250,"Deal 60 million or more damage 
in a single battle."
1832,372,11,PotentialItem,50,0,AGL Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1833,372,12,PotentialItem,50,0,TEQ Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1834,372,13,PotentialItem,50,0,INT Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1835,372,14,PotentialItem,50,0,STR Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1836,372,15,PotentialItem,50,0,PHY Potential Orb (L) x50,"Deal 60 million or more damage 
in a single battle."
1837,373,2001,TreasureItem,300,0,Emblem of Cooperation x300,"Deal 70 million or more damage 
in a single battle."
1838,374,2001,TreasureItem,400,0,Emblem of Cooperation x400,"Deal 80 million or more damage 
in a single battle."
1839,375,11,Point::Stone,4,0,Dragon Stone x4,"Deal 90 million or more damage 
in a single battle."
1840,375,2001,TreasureItem,500,0,Emblem of Cooperation x500,"Deal 90 million or more damage 
in a single battle."
1841,376,1003970,Card,2,0,[Mysterious Ritual] Elder Kai x2,"Deal 100 million or more damage 
in a single battle."
1842,376,11,Point::Stone,5,0,Dragon Stone x5,"Deal 100 million or more damage 
in a single battle."
1843,376,2001,TreasureItem,600,0,Emblem of Cooperation x600,"Deal 100 million or more damage 
in a single battle."
1844,377,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle once."
1845,378,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 2 times."
1846,379,2001,TreasureItem,30,0,Emblem of Cooperation x30,"[Daily] 
Engage in a Chain Battle 3 times."
1847,380,2001,TreasureItem,20,0,Emblem of Cooperation x20,"[Daily] Send a ""NICE""."
1848,381,2001,TreasureItem,20,0,Emblem of Cooperation x20,Edit your Supporters.
1849,382,2001,TreasureItem,80,0,Emblem of Cooperation x80,Engage in a Chain Battle 10 times.
1850,383,2001,TreasureItem,100,0,Emblem of Cooperation x100,Engage in a Chain Battle 15 times.
1851,384,11,Point::Stone,1,0,Dragon Stone x1,Engage in a Chain Battle 20 times.
1852,384,2001,TreasureItem,150,0,Emblem of Cooperation x150,Engage in a Chain Battle 20 times.
1853,385,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 500 million or more damage 
during the event period."
1854,385,11,Point::Stone,2,0,Dragon Stone x2,"Deal 500 million or more damage 
during the event period."
1855,385,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 500 million or more damage 
during the event period."
1856,386,1,CardStickerItem,1,0,Special Sticker x1,"Deal 1 billion or more damage 
during the event period."
1857,386,11,Point::Stone,3,0,Dragon Stone x3,"Deal 1 billion or more damage 
during the event period."
1858,386,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 1 billion or more damage 
during the event period."
1859,387,2001,TreasureItem,80,0,Emblem of Cooperation x80,"Deal 10 million or more damage 
in a single battle."
1860,388,2001,TreasureItem,100,0,Emblem of Cooperation x100,"Deal 20 million or more damage 
in a single battle."
1861,389,1003970,Card,1,0,[Mysterious Ritual] Elder Kai x1,"Deal 30 million or more damage 
in a single battle."
1862,389,11,Point::Stone,2,0,Dragon Stone x2,"Deal 30 million or more damage 
in a single battle."
1863,389,2001,TreasureItem,120,0,Emblem of Cooperation x120,"Deal 30 million or more damage 
in a single battle."
1864,390,2001,TreasureItem,150,0,Emblem of Cooperation x150,"Deal 40 million or more damage 
in a single battle."
1865,390,1,PotentialItem,1000,0,AGL Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1866,390,2,PotentialItem,1000,0,TEQ Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1867,390,3,PotentialItem,1000,0,INT Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1868,390,4,PotentialItem,1000,0,STR Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1869,390,5,PotentialItem,1000,0,PHY Potential Orb (S) x1000,"Deal 40 million or more damage 
in a single battle."
1870,391,2001,TreasureItem,200,0,Emblem of Cooperation x200,"Deal 50 million or more damage 
in a single battle."
1871,391,6,PotentialItem,500,0,AGL Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1872,391,7,PotentialItem,500,0,TEQ Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1873,391,8,PotentialItem,500,0,INT Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
1874,391,9,PotentialItem,500,0,STR Potential Orb (M) x500,"Deal 50 million or more damage 
in a single battle."
