id,name,description
101727,Hero Master,"Super Class Ki +2 and HP, ATK & DEF +60%"
101728,Hero Who Unites the World,"Super Class Ki +3 and HP, ATK & DEF +80%"
101729,Executioner of Grim Justice,"All Types Ki +2 and HP, ATK & DEF +50%"
101730,Creation of a New History,"All Types Ki +3 and HP, ATK & DEF +70%"
101732,Counterattack of the Wicked Family,"""Wicked Bloodline"" Category 
Ki +3 and HP, ATK & DEF +100%"
101733,Mysterious Monster,"""Artificial Life Forms"" Category 
Ki +2 and HP, ATK & DEF +50%"
101734,A Monster with Goku's Ki,"""Artificial Life Forms"" Category 
Ki +2 and HP, ATK & DEF +70%"
101735,Life Form of Hate and Ruin,"""Artificial Life Forms"" Category 
Ki +3 and HP, ATK & DEF +100%"
101736,Mysterious AI Life Form,"Extreme Class Ki +1 and HP, ATK & DEF +30%"
101737,Unstoppable Evolution,"Extreme Class Ki +2 and HP, ATK & DEF +40%"
101738,The Original Golden Duo,"""Youth"" Category 
Ki +3 and HP, ATK & DEF +120%"
101739,Mission to Protect History,"""Goku's Family"" Category 
Ki +3 and HP, ATK & DEF +90%"
101740,Battle Beyond Space and Time,"""Vegeta's Family"" Category 
Ki +3 and HP, ATK & DEF +90%"
101741,Rousing Fighting Spirit,"""Otherworld Warriors"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or ""Super Saiyan 3"" Category 
Ki +3 and HP, ATK & DEF +150%"
101742,Indomitable Fighting Spirit,"""Super Saiyan 2"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or ""Resurrected Warriors"" Category 
Ki +3 and HP, ATK & DEF +150%"
101743,Power of Kindness and Courage,"All Types Ki +2 and HP, ATK & DEF +50%"
101744,Secret Technique for Victory,"INT Type Ki +2 and HP, ATK & DEF +60%"
101745,Awakening to a New Dimension,"""Realm of Gods"" Category 
Ki +5 and HP, ATK & DEF +55% 
when team includes all five Super Types"
101746,Heroic Resolve,"""Namekians"" Category 
Ki +2 and HP, ATK & DEF +120%"
101747,Earnest Determination,"""Namekians"" Category 
Ki +3 and HP, ATK & DEF +150%"
101748,Imperturbable Namekian Warrior,"""Namekians"" Category 
Ki +3 and HP, ATK & DEF +140%; 
or ""Worthy Rivals"" Category 
Ki +2 and HP, ATK & DEF +120%"
101749,Kami and Demon King United,"""Namekians"" Category 
Ki +4 and HP, ATK & DEF +170%; 
or ""Worthy Rivals"" Category 
Ki +3 and HP, ATK & DEF +150%"
101751,Innocent Friendship,"TEQ & PHY Types 
Ki +3 and HP, ATK & DEF +70%"
101752,Fearless Adventure,INT Type enemies' ATK -20%
101753,Curiosity-Filled Struggle,INT Type enemies' ATK -40%
101754,Confidence-Oozing Struggle,STR Type enemies' ATK -40%
101755,Indomitable Breakthrough,"STR Type Ki +2 and HP, ATK & DEF +50%"
101756,Gruesome Proliferation,"""Artificial Life Forms"" Category 
Ki +2 and HP, ATK & DEF +100%"
101757,Dispersion of Evil,"""Artificial Life Forms"" Category 
Ki +3 and HP, ATK & DEF +120%"
101758,Hidden Determination,"""Androids/Cell Saga"" Category 
Ki +2 and HP, ATK & DEF +100%"
101759,Newly Acquired Chance,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +120%"
101761,Resolution in Battle,"""Kamehameha"" Category Ki +2, 
HP +100% and ATK & DEF +130%; 
or Super AGL Type Ki +2 and 
HP, ATK & DEF +100%"
101762,The Warrior Who Surpassed Goku,"""Kamehameha"" Category Ki +2, 
HP +110% and ATK & DEF +150%; 
or Super AGL Type Ki +2 and 
HP, ATK & DEF +110%"
101763,Awakened True Power,"""Kamehameha"" Category Ki +3, 
HP +130% and ATK & DEF +170%; 
or Super AGL Type Ki +3 and 
HP, ATK & DEF +120%"
101765,Intense Training Completed,"""Vegeta's Family"" Category 
Ki +1 and HP, ATK & DEF +30%"
101766,Invincible Battle Form,"""Vegeta's Family"" Category 
Ki +2 and HP, ATK & DEF +50%"
101768,Shocking Contact,"STR Type Ki +2 and HP, ATK & DEF +50%"
101769,Mysterious Princess Oto,"""Shadow Dragon Saga"" Category 
Ki +3 and HP, ATK & DEF +100%"
101770,Princess Oto's Scorn,"""Shadow Dragon Saga"" Category 
Ki +3 and HP, ATK & DEF +120%"
101771,Return from Outer Space,"INT Type Ki +1 and HP, ATK & DEF +30%"
101772,Unwavering Will and Newfound Power,"INT Type Ki +2 and HP, ATK & DEF +50%"
101773,Aim to Surpass Super Saiyan,"""Goku's Family"" Category 
Ki +1 and HP, ATK & DEF +30%"
101774,Answers Found in Training,"""Goku's Family"" Category 
Ki +2 and HP, ATK & DEF +50%"
101776,Massive Evil Shadow,"""Terrifying Conquerors"" Category 
Ki +2 and HP, ATK & DEF +70%"
101777,Invincible Demon King,"""Terrifying Conquerors"" Category 
Ki +2 and HP, ATK & DEF +100%"
101778,Overwhelming Power Restored,"""Terrifying Conquerors"" Category 
Ki +3 and HP, ATK & DEF +120%"
101780,Keen Bloodlust,"TEQ Type Ki +2 and HP, ATK & DEF +70%"
101781,Ready to Fight,"""Androids/Cell Saga"" Category 
Ki +2 and HP, ATK & DEF +100%"
101782,Technique and Inspiration,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +120%"
101783,Silently Approaching Threat,"""Siblings' Bond"" Category 
Ki +2 and HP, ATK & DEF +100%"
101784,Absolute Defiance,"""Siblings' Bond"" Category 
Ki +3 and HP, ATK & DEF +120%"
101786,Foolish Warm-Up,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +33%"
101787,A Scene Before the Game,"""Androids/Cell Saga"" Category 
Ki +3 and HP, ATK & DEF +33%"
101788,Onset of a Hellish Fight,"""Androids/Cell Saga"" Category 
Ki +2, HP & ATK +120% and DEF +140%; or 
Extreme INT Type Ki +2 and HP, ATK & DEF +100%"
101789,Earth-Shaking Super Power,"""Androids/Cell Saga"" Category 
Ki +3, HP & ATK +130% and DEF +150%; or 
Extreme INT Type Ki +2 and HP, ATK & DEF +110%"
101790,The True Value of Perfect Form,"""Androids/Cell Saga"" Category 
Ki +4, HP & ATK +150% and DEF +170%; or 
Extreme INT Type Ki +3 and HP, ATK & DEF +120%"
101792,Wanton Slaughter,"""Androids"" Category 
Ki +2 and HP, ATK & DEF +30%"
101793,Lethal Android,"""Androids"" Category 
Ki +3 and HP, ATK & DEF +50%"
101794,Willful Destruction,"""Siblings' Bond"" Category 
Ki +2 and HP, ATK & DEF +30%"
101795,Destructive Android,"""Siblings' Bond"" Category 
Ki +3 and HP, ATK & DEF +50%"
101796,Ferocious Saiyan Prince,"All Types Ki +3 and HP, ATK & DEF +40%"
101800,Masked Master,"AGL Type Ki +2 and HP, ATK & DEF +50%"
101801,Bloodcurdling Activation,"""Androids"" Category Ki +2 and 
HP, ATK & DEF +100%; or Extreme PHY Type 
Ki +2 and HP, ATK & DEF +70%"
101802,Infinite Energy Assault,"""Androids"" Category Ki +3 and 
HP, ATK & DEF +120%; or Extreme PHY Type 
Ki +3 and HP, ATK & DEF +90%"
101803,The Androids' Journey,"""Androids"" Category Ki +4 and 
HP, ATK & DEF +150%; or Extreme PHY Type 
Ki +4 and HP, ATK & DEF +100%"
101805,Exceptional Ability,"""Terrifying Conquerors"" Category 
Ki +2 and HP, ATK & DEF +100%"
101806,Magnificent Squadron,"""Terrifying Conquerors"" Category 
Ki +3 and HP, ATK & DEF +120%"
101807,Evil Scorn,"""Terrifying Conquerors"" Category 
Ki +2 and HP, ATK & DEF +30%"
101809,Unwavering Will,"PHY Type ATK +30% per 
PHY Ki Sphere obtained"
101810,Magnificent Swordsmanship,"PHY Type ATK +33% per 
PHY Ki Sphere obtained"
101811,Confronting Fate,"""Bond of Master and Disciple"" 
or ""Hybrid Saiyans"" Category 
Ki +2, HP & ATK +140% and DEF +100%"
101812,Heroic Warrior,"""Bond of Master and Disciple"" 
or ""Hybrid Saiyans"" Category 
Ki +3, HP & ATK +170% and DEF +130%"
101814,In the Name of True Peace,"""Bond of Master and Disciple"" Category 
Ki +2 and HP, ATK & DEF +100%"
101815,Victor of the Future,"""Bond of Master and Disciple"" Category 
Ki +3 and HP, ATK & DEF +120%"
101816,Valiant Resistance,"All Types Ki +2 and HP, ATK & DEF +30%"
101817,Unidentified Invisible Man,"AGL Type Ki +2 and HP, ATK & DEF +30%"
101818,Conqueror of the Universe,"""Terrifying Conquerors"" or 
""Transformation Boost"" Category 
Ki +2, HP +100% and ATK & DEF +140%"
101819,Extreme Ultimate Power,"""Terrifying Conquerors"" or 
""Transformation Boost"" Category 
Ki +3, HP +130% and ATK & DEF +170%"
101821,Last-Ditch Attempt,"""Youth"" Category 
Ki +2 and HP, ATK & DEF +30%"
101822,Little Great Saiyaman of Mystery,"""Youth"" Category 
Ki +3 and HP, ATK & DEF +50%"
101823,Righteous-Hearted Saiyan,"""Pure Saiyans"" or ""Hybrid Saiyans"" Category 
Ki +2 and HP, ATK & DEF +80%"
101824,Defying God,"""Pure Saiyans"" or ""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +100%"
101825,Legend Reborn,"""Pure Saiyans"" or ""Hybrid Saiyans"" Category 
Ki +4 and HP, ATK & DEF +130%"
101826,Programmed Hatred,"""Target: Goku"" or ""Androids"" Category 
Ki +2, HP +100% and ATK & DEF +140%"
101827,Foe Elimination Circuit,"""Target: Goku"" or ""Androids"" Category 
Ki +3, HP +130% and ATK & DEF +170%"
101829,Refined Strongest of the Universe,"Extreme TEQ Type 
Ki +3 and HP, ATK & DEF +70%"
101830,The Golden Strongest Form,"Extreme TEQ Type 
Ki +3 and HP, ATK & DEF +100%"
101831,Mysterious Researcher,"""Dragon Ball Heroes"" Category 
Ki +2 and HP, ATK & DEF +100%"
101832,Furious Researcher,"""Dragon Ball Heroes"" Category 
Ki +3 and HP, ATK & DEF +130%"
101833,Limit-Breaking Super Power,"""Dragon Ball Heroes"" Category or 
Super STR Type Ki +3 and HP, ATK & DEF +100%"
101834,Roused Prince,"""Dragon Ball Heroes"" Category or 
Super PHY Type Ki +3 and HP, ATK & DEF +100%"
101835,Father and Son Fusion Fighter,"STR Type Ki +2 and HP, ATK & DEF +60%"
101836,Sacred Power of Time,"""Dragon Ball Heroes"" Category or 
Super TEQ Type Ki +3 and HP, ATK & DEF +100%"
101837,Entrusted Fusion Fighter,"Super INT Type 
Ki +3 and HP, ATK & DEF +70%"
101838,Brave Fusion Fighter,"Super AGL Type 
Ki +3 and HP, ATK & DEF +70%"
101839,Evil Oppression,"""Dragon Ball Heroes"" Category 
Ki +2 and HP, ATK & DEF +30%"
101840,Unleashed Saiyan,"""Dragon Ball Heroes"" Category 
Ki +3 and HP, ATK & DEF +50%"
101841,Super Ghost Prank,"""Fusion"" Category 
Ki +3 and HP, ATK & DEF +50%"
101845,Ominous Saiyan,"Extreme Class Ki +2 and HP, ATK & DEF +60%"
101846,Swelling Power of Evil,"Extreme Class Ki +3 and HP, ATK & DEF +80%"
101847,Blazing Warrior,"""Super Saiyans"" Category 
Ki +2 and HP, ATK & DEF +80%"
101848,Tenacious Saiyan,"""Super Saiyans"" Category 
Ki +3 and HP, ATK & DEF +100%"
101849,Miracle-Making Super Saiyan,"""Super Saiyans"" Category 
Ki +4 and HP, ATK & DEF +130%"
101850,The Tiniest Top-Notch Hero,ATK & DEF +10% per Ki Sphere obtained
101851,Androids Hunting for Goku,"""Target: Goku"" Category 
Ki +2 and HP, ATK & DEF +30%"
101852,Revenge Technology,"""Target: Goku"" Category 
Ki +3 and HP, ATK & DEF +50%"
101853,Power Raised to the Maximum,"""Representatives of Universe 7"" or 
""Universe Survival Saga"" Category 
Ki +2, HP +100% and ATK & DEF +140%"
101854,Final Super Power,"""Representatives of Universe 7"" or 
""Universe Survival Saga"" Category 
Ki +3, HP +130% and ATK & DEF +170%"
101855,Important Task on Christmas Eve,"Guarantees Super Attack to level up by 1 
in Training"
101856,Ruthless Android,PHY Type enemies' ATK -40%
101857,Full-Throttled Interception,"""Hybrid Saiyans"" Category 
Ki +2 and HP, ATK & DEF +100%"
101858,All-Out Resistance,"""Hybrid Saiyans"" Category 
Ki +3 and HP, ATK & DEF +120%"
101859,Wicked Wizard and Lord of the Demon Realm,"""Majin Buu Saga"" Category 
Ki +3 and HP, ATK & DEF +130%"
101860,Fused Fighter and Protector of Earth,"""Final Trump Card"" or ""Fusion"" Category 
Ki +2 and HP, ATK & DEF +100%"
101861,Flaming Reversal of Fortunes,"""Final Trump Card"" or ""Fusion"" Category 
Ki +3 and HP, ATK & DEF +120%"
101862,Ultimate and Supreme Fusion,"""Final Trump Card"" or ""Fusion"" Category 
Ki +3 and HP, ATK & DEF +150%"
101863,Fused Fighter and Savior of the Future,"""Final Trump Card"" or ""Potara"" Category 
Ki +2 and HP, ATK & DEF +100%"
101864,Blazing Comeback,"""Final Trump Card"" or ""Potara"" Category 
Ki +3 and HP, ATK & DEF +120%"
101865,Ultimate and Invincible Fusion,"""Final Trump Card"" or ""Potara"" Category 
Ki +3 and HP, ATK & DEF +150%"
101866,Joyful Athleticism,"All Types Ki +2 and HP, ATK & DEF +50%"
101867,Challenge from the Demon Realm,"""Majin Buu Saga"" Category 
Ki +2 and HP, ATK & DEF +100%"
101868,Lord of the Demon Realm's Trial by Fire,"""Majin Buu Saga"" Category 
Ki +3 and HP, ATK & DEF +120%"
101869,Evil Shadow,"""World Tournament"" Category 
Ki +2 and HP, ATK & DEF +30%"
101870,Creeping Conspiracy,"""World Tournament"" Category 
Ki +3 and HP, ATK & DEF +50%"
101871,First Day of High School,"Super Class Ki +2 and HP, ATK & DEF +20%"
101872,Hercule City's New Hero,"Super Class Ki +3 and HP, ATK & DEF +40%"
101874,Decisive Kamehameha,"""Bond of Master and Disciple"" Category 
Ki +3 and HP, ATK & DEF +120%; or 
PHY Type Ki +3 and HP, ATK & DEF +90%"
101875,Heated Clash Between Rivals,"""Otherworld Warriors"" Category 
Ki +2 and HP, ATK & DEF +140%; 
or ""Super Saiyan 3"" Category 
Ki +2 and HP, ATK & DEF +120%"
101877,Catastrophic Clash Between Rivals,"""Super Saiyan 2"" Category 
Ki +2 and HP, ATK & DEF +140%; 
or ""Resurrected Warriors"" Category 
Ki +2 and HP, ATK & DEF +120%"
101879,Definitive Strength,"""Worthy Rivals"" Category 
Ki +3 and HP, ATK & DEF +120%; or 
TEQ Type Ki +3 and HP, ATK & DEF +90%"
101880,Cunning Counterattack,"Extreme Class Ki +3 and HP, ATK & DEF +80%; 
maximum number of turning Giant Form +1 
for all allies"
101884,Rumored Warrior of Justice,"Super Class 
Ki +2 and HP, ATK & DEF +60%"
101886,Desire for New Power,"""Future Saga"" Category 
Ki +2 and HP, ATK & DEF +80%; or 
Extreme INT Type Ki +2 and HP, ATK & DEF +70%"
101887,End of the Human World,"""Future Saga"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
Extreme INT Type Ki +3 and HP, ATK & DEF +90%"
101888,Mark of Almighty Power,"""Future Saga"" Category 
Ki +4 and HP, ATK & DEF +130%; or 
Extreme INT Type Ki +4 and HP, ATK & DEF +100%"
101890,Concentrated Remaining Power,"PHY Type Ki +2 and HP, ATK & DEF +50%"
101892,Saiyan in Fate's Hands,"""Pure Saiyans"" Category 
Ki +1 and HP, ATK & DEF +30%"
101893,First Friend,"""Pure Saiyans"" Category 
Ki +2 and HP, ATK & DEF +50%"
101894,Surviving Prince,"Extreme Class 
Ki +1 and HP, ATK & DEF +20%"
101895,Daring Planetary Invasion,"""Joined Forces"" Category 
Ki +2 and HP, ATK & DEF +50%; or 
Extreme Class Ki +2 and HP, ATK & DEF +30%"
101897,Unveiling of the New Commander,"""Super Bosses"" Category 
Ki +2 and HP, ATK & DEF +30%"
101898,Survival on a Harsh Planet,"""Movie Bosses"" Category 
Ki +2 and HP, ATK & DEF +80%; or 
Extreme PHY Type Ki +2 and HP, ATK & DEF +70%"
101899,Feelings of Anger,"""Movie Bosses"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
Extreme PHY Type Ki +3 and HP, ATK & DEF +90%"
101900,A New Life on Vampa,"""Movie Bosses"" Category 
Ki +4 and HP, ATK & DEF +130%; or 
Extreme PHY Type Ki +4 and HP, ATK & DEF +100%"
101903,Saiyan's True Calling,"STR Type Ki +2 and HP, ATK & DEF +50%"
101904,Parents' Guidance,"""Movie Heroes"" Category 
Ki +3 and HP, ATK & DEF +120%; or 
STR Type Ki +3 and HP, ATK & DEF +70%"
101905,Supreme Kai's Shady Apprentice,"""Time Travelers"" Category 
Ki +2 and HP, ATK & DEF +30%"
101906,He Who Dreams of a Perfect World,"""Time Travelers"" Category 
Ki +2 and HP, ATK & DEF +40%"
101907,Dawn of Darkest Justice,"""Time Travelers"" Category 
Ki +3 and HP, ATK & DEF +77%"
101908,Precise Counterattack,"""Low-Class Warrior"" Category 
Ki +1 and HP, ATK & DEF +30%"
101909,Cunning Moves,"""Low-Class Warrior"" Category 
Ki +2 and HP, ATK & DEF +50%"
101910,Grand Opening,"""Team Bardock"" Category 
Ki +3 and HP, ATK & DEF +120%"
101913,Returning Warrior,"""Revenge"" or ""Low-Class Warrior"" Category 
Ki +3, HP +100% and ATK & DEF +140%"
101914,Raging Counterattack,"""Revenge"" or ""Low-Class Warrior"" Category 
Ki +4, HP +130% and ATK & DEF +170%"
101916,Uncouth Mercenary,"""Low-Class Warrior"" Category 
Ki +1 and HP, ATK & DEF +30%"
101917,Infinite Power,"""Low-Class Warrior"" Category 
Ki +2 and HP, ATK & DEF +50%"
101919,Order to Attack,"""Low-Class Warrior"" Category 
Ki +1 and HP, ATK & DEF +30%"
101920,Total Invasion,"""Low-Class Warrior"" Category 
Ki +2 and HP, ATK & DEF +50%"
101921,Confidence in Strength,"""Low-Class Warrior"" Category 
Ki +1 and HP, ATK & DEF +30%"
101922,Ruffian's Strike,"""Low-Class Warrior"" Category 
Ki +2 and HP, ATK & DEF +50%"
101923,Path of a Fighter,"""Low-Class Warrior"" Category 
Ki +1 and HP, ATK & DEF +30%"
101924,Battle-Hardened Hero,"""Low-Class Warrior"" Category 
Ki +2 and HP, ATK & DEF +50%"
101925,Godly Impact,"""Realm of Gods"" Category 
Ki +2 and HP, ATK & DEF +30%; 
TEQ & INT Type Ki +1 and HP, ATK & DEF +30%"
101926,Saiyan of a New Dimension,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +40%; 
TEQ & INT Type Ki +2 and HP, ATK & DEF +30%"
101927,Raging Resistance,"AGL Type Ki +2 and HP, ATK & DEF +50%"
101928,Human Pride,"""Joined Forces"" Category 
Ki +3 and HP, ATK & DEF +120%; or 
AGL Type Ki +3 and HP, ATK & DEF +70%"
101929,Sharp Battle Stance,"""Low-Class Warrior"" Category 
Ki +2 and HP, ATK & DEF +100%"
101930,Cold-Hearted Warrior,"""Low-Class Warrior"" Category 
Ki +3 and HP, ATK & DEF +120%"
101933,Premonition of a Great Fight,"""Exploding Rage"" or ""Realm of Gods"" Category 
Ki +2, HP +100% and ATK & DEF +140%"
101934,Hot-Blooded God of Destruction,"""Exploding Rage"" or ""Realm of Gods"" Category 
Ki +3, HP +130% and ATK & DEF +170%"
101935,Godlike Skill,"""Bond of Master and Disciple"" Category 
Ki +2 and HP, ATK & DEF +100%"
101936,Best Measure,"""Bond of Master and Disciple"" Category 
Ki +3 and HP, ATK & DEF +120%"
101937,Thrilling Battle,"AGL Type Ki +3 and HP, ATK & DEF +90%"
101938,Bloodcurdling Combat Power,"""Inhuman Deeds"" Category 
Ki +2 and HP, ATK & DEF +80%; or 
Extreme AGL Type Ki +2 and HP, ATK & DEF +70%"
101939,Overwhelming Assault,"""Inhuman Deeds"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
Extreme AGL Type Ki +3 and HP, ATK & DEF +90%"
101940,Rampaging Vicious Saiyans,"""Inhuman Deeds"" Category 
Ki +4 and HP, ATK & DEF +130%; or 
Extreme AGL Type Ki +4 and HP, ATK & DEF +100%"
101946,Power in Full Force,"""Kamehameha"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
INT & PHY Types Ki +3 and HP, ATK & DEF +70%"
101947,Mustered Power,"""Kamehameha"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
TEQ & PHY Types Ki +3 and HP, ATK & DEF +70%"
101948,Emergency Dispatch of Love,"""Special Pose"" Category 
Ki +2 and HP, ATK & DEF +30%"
101949,In the Name of Justice,"""Special Pose"" Category 
Ki +3 and HP, ATK & DEF +50%"
101951,Spirited Earth Defense,"""Earthlings"" Category 
Ki +2 and HP, ATK & DEF +100%"
101952,Fruits of Training,"""Earthlings"" Category 
Ki +3 and HP, ATK & DEF +120%"
101953,Raging Killer Move,"""Earthlings"" Category 
Ki +4 and HP, ATK & DEF +150%"
101958,Surging Anger,"""Majin Power"" Category 
Ki +3 and HP, ATK & DEF +140%; 
or ""Artificial Life Forms"" Category 
Ki +2, HP & ATK +140% and DEF +100%"
101959,Split Into Good and Evil,"""Majin Power"" Category 
Ki +4 and HP, ATK & DEF +170%; 
or ""Artificial Life Forms"" Category 
Ki +3, HP & ATK +170% and DEF +130%"
101962,Fusion Fighter Beyond All Imagining,"""Special Pose"" Category 
Ki +3 and HP, ATK & DEF +140%; 
or ""Youth"" Category 
Ki +2, HP & ATK +140% and DEF +100%"
101963,Astounding Fusion Power,"""Special Pose"" Category 
Ki +4 and HP, ATK & DEF +170%; 
or ""Youth"" Category 
Ki +3, HP & ATK +170% and DEF +130%"
101966,Angelic Instruction,"AGL Type Ki +3 and HP, ATK & DEF +50%"
101968,Greatest Rage and Power,"STR Type Ki +2 and HP, ATK & DEF +70%"
101969,Unstoppable Power,"AGL Type Ki +2 and HP, ATK & DEF +70%"
101970,Father and Son's Day Off,"""Goku's Family"" Category 
Ki +4 and HP, ATK & DEF +120%"
101971,Radiant Potential,"""Universe 6"" or ""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +120%"
101972,Impressive Progress,"""Pure Saiyans"" or ""Peppy Gals"" Category 
Ki +3 and HP, ATK & DEF +120%"
101973,Trump Card of Universe 6,"""Universe 6"" Category 
Ki +2 and HP, ATK & DEF +140%; 
or ""Rapid Growth"" Category 
Ki +2 and HP, ATK & DEF +120%"
101974,Transcendent Height,"""Universe 6"" Category 
Ki +3 and HP, ATK & DEF +170%; 
or ""Rapid Growth"" Category 
Ki +3 and HP, ATK & DEF +150%"
101977,Last Resort for Victory,"STR Type Ki +2 and HP, ATK & DEF +50%"
101979,Ready for a New Battle,"INT Type Ki +2 and HP, ATK & DEF +70%"
101980,Warrior Beyond Limits and Expectations,"""Realm of Gods"" Category 
Ki +2 and HP, ATK & DEF +80%; or 
Super STR Type Ki +2 and HP, ATK & DEF +70%"
101981,Extreme Fight,"""Realm of Gods"" Category 
Ki +3 and HP, ATK & DEF +100%; or 
Super STR Type Ki +3 and HP, ATK & DEF +90%"
101982,Sign of a Turnaround,"""Realm of Gods"" Category 
Ki +4 and HP, ATK & DEF +130%; or 
Super STR Type Ki +4 and HP, ATK & DEF +100%"
101983,Rules and Restraints,"""Universe 6"" Category 
Ki +2 and HP, ATK & DEF +100%"
101984,Unprecedented Tension,"""Universe 6"" Category 
Ki +3 and HP, ATK & DEF +120%"
