id,name,description,causality_description,aim_target,increase_rate,lv_bonus,is_inactive,created_at,updated_at
1577,Command of Revenge,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1578,God Kamehameha,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1579,Gigantic Impact,"Raises ATK and 
causes supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1580,Death Beam,"Causes supreme damage to enemy and 
raises Extreme Class allies' ATK by 30% for 1 turn",,0,120,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1581,Blaster Meteor,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1582,Blaster Meteor,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1583,Gigantic Catastrophe,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1584,Meteor Crush,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1585,Shot Remover,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1586,Anger Shout,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1587,Gigantic Impact,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1588,Stardust Fall,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1589,Stardust Breaker,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1590,Unstoppable Momentum,"Causes supreme damage to enemy and 
seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1593,Blood Bomber,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1594,Grand Smasher,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1595,Anger Shout (Extreme),"Raises ATK & DEF for 3 turns and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1596,God Kamehameha (Extreme),"Greatly raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1597,Final Flash (Extreme),"Greatly raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1598,Soul Punisher (Extreme),"Causes immense damage to enemy 
and lowers ATK & DEF",,0,180,25,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1599,Planet Burst (Extreme),"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1600,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1601,Maiden Smash,"Causes supreme damage to enemy and 
seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1602,Dad's Final Flash,"Massively raises ATK and 
causes supreme damage to enemy",,0,50,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1603,Bansho Fan,"Causes supreme damage to enemy and 
seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1604,Hyper Masenko,Raises ATK and causes supreme damage to enemy,,0,120,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1605,Dynamite Kick,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1606,10x Kamehameha,"Causes supreme damage to enemy and 
raises ATK for 4 turns",,0,100,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1607,Maiden Burst,"Causes colossal damage with 
a chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1608,Maiden Blast,"Causes colossal damage with 
a medium chance of stunning the enemy",,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1609,Spinning Attack,"Causes extreme damage to enemy 
and seals Super Attack",,0,120,15,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1610,Spinning Attack,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1611,Buster Cannon,"Greatly raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1612,Brave Smash (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1613,Meteor Smash,"Massively raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1614,Meteor Smash,"Massively raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1615,Meteor Smash,"Massively raises DEF for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1616,Kamehameha,"Massively raises ATK & DEF for 1 turn 
and causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1617,Spirit Break Cannon,"Massively raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1618,Spirit Break Cannon,"Massively raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1619,Spirit Break Cannon,"Massively raises ATK for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1620,Final Flash,"Massively raises ATK & DEF for 1 turn 
and causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1621,Meteor Smash,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1622,Kamehameha,Causes colossal damage to enemy,,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1623,Spirit Break Cannon,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1624,Final Flash,Causes colossal damage to enemy,,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1625,Super Dragon Fist,"Raises ATK and 
causes supreme damage to enemy",,0,120,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1626,Finish Buster,"Greatly raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1627,Meteor Blast,"Greatly raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1628,Dark Impact,"Greatly raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1629,4x Kaioken Kamehameha,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1630,Galick Gun,"Raises ATK & DEF and 
causes supreme damage to enemy",,0,130,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1631,Hyper Drill Smash,"Causes supreme damage to enemy 
and massively lowers DEF",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1632,Psychic Bomber,"Causes supreme damage to enemy 
and raises DEF by 30% for 6 turns",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1633,Super Ice Ray,"Causes supreme damage and 
stuns the enemy",,0,150,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1634,Photon Wave,"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1635,Victory Rush,Causes extreme damage to enemy,,0,120,15,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1636,Victory Rush,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1637,Victory Rush (Extreme),"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1638,Kamehameha,"Causes colossal damage to enemy 
and lowers ATK",,0,200,5,0,2024-02-27 09:32:37.087241,2024-02-27 09:32:37.087241
1639,Quake Blast,"Causes mega-colossal damage to enemy 
and lowers ATK",,0,250,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1640,Majin Beam,"Causes colossal damage to enemy 
and lowers ATK",,0,200,5,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1641,Cyclone Stream,"Causes mega-colossal damage to enemy 
and greatly lowers ATK",,0,250,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1642,Dark Dragon-Slaying Bullet,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1643,Minus Energy Power Ball,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1644,Minus Energy Power Ball,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1646,Makosen,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1647,Triple Ki Wave,"Causes supreme damage to enemy and 
raises DEF by 33% for 1 turn",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1648,Triple Ki Wave,"Causes supreme damage to enemy and 
raises DEF by 33% for 1 turn",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1649,Triple Ki Wave,"Causes colossal damage to enemy and 
raises DEF by 33% for 1 turn",,0,200,5,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1650,Galaxy Tri-Attack,"Causes mega-colossal damage to enemy 
and raises DEF by 33% for 3 turns",,0,250,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1651,Galick Gun,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1652,Final Flash,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1653,Revenge Final Flash,"Causes colossal damage to enemy 
and lowers ATK",,0,200,5,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1654,Reverse Shot,"Causes mega-colossal damage to enemy 
and lowers ATK & DEF",,0,250,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1655,Super Galick Gun Barrage,Causes destructive damage to enemy,,0,100,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1656,Revenge Death Ball Final,"Greatly raises ATK temporarily and 
causes destructive damage to enemy",,0,100,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1657,Dragon Thunder,"Causes huge damage with 
a rare chance of stunning the enemy",,0,100,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1658,Whirlwind Spin,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1659,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1660,Flame Shot,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1661,Dark Dragon-Slaying Bullet,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1662,Gigantic Blaze,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1663,Flame Shot,"Causes supreme damage to enemy and 
raises ATK for 1 turn",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1664,Super Ultra Spirit Bomb,"Raises DEF for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1665,Super Ultra Spirit Bomb (Extreme),"Causes supreme damage to enemy 
and raises allies' DEF by 30% for 1 turn",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1666,Kamehameha,"Causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1667,Bending Kamehameha,"Causes immense damage with 
a medium chance of stunning the enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1668,Magekisen,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1669,Explosive Demon Wave,"Causes supreme damage to enemy 
and greatly lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1670,Kamehameha,"Causes supreme damage to enemy; 
high chance of sealing Super Attack",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1671,Evil Containment Wave,"Causes supreme damage to enemy 
and seals Super Attack",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1672,Devastating Power Dream,"Causes colossal damage to enemy and 
seals Super Attack",,0,200,5,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1673,Devastating Power Special,"Greatly raises DEF for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1674,Dodon Ray,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1675,Galick Gun,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1676,Big Bang Attack,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1677,Final Flash,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1678,Final Burst Cannon,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1679,Lightning Burst,"Raises DEF and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1680,Final Blow,"Greatly raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1681,Galick Gun,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1682,Spirit Break Cannon,"Greatly raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1683,Big Bang Attack,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1684,Final Flash,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1685,Final Burst Cannon,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1686,Lightning Burst,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1687,Final Blow,Causes immense damage to enemy,,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1688,Father-Son Galick Gun (Extreme),"Causes supreme damage to enemy and 
raises allies' ATK by 30% for 1 turn",,0,120,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1689,Father-Son Galick Gun (Extreme),"Causes supreme damage to enemy and 
raises allies' ATK by 30% for 1 turn",,0,120,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1690,Clone Rush,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1691,Clone Rush,"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1692,Die Die Missile Barrage,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1693,Clone Rush,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1694,Father-Son Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1695,Father-Son Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1696,Father-Son Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1697,Super Ghost Kamikaze Attack (Extreme),"Raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1698,Charging Ultra Buu Buu Volleyball (Extreme),"Massively raises ATK for 1 turn and 
causes immense damage to enemy",,0,180,25,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1699,Super Ghost Kamikaze Attack (Extreme),"Causes supreme damage to enemy 
and greatly lowers DEF",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1700,Super Dragon Flash,"Causes supreme damage with 
a high chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1701,Black Power Ball,"Causes supreme damage to enemy 
and lowers ATK & DEF",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1702,Kamehameha,"Causes supreme damage to enemy 
and raises ATK for 4 turns",,0,100,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1703,Galick Gun,"Causes supreme damage to enemy 
and raises DEF for 4 turns",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1704,Kamehameha,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1705,Galick Gun,Causes supreme damage to enemy,,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1706,Time Skip,"Causes supreme damage with 
a medium chance of stunning the enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1707,Namekian Combo,"Causes supreme damage to enemy and 
raises allies' ATK by 20% for 1 turn",,0,130,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1708,God of Destruction's Discipline,"Causes supreme damage to enemy 
and lowers DEF",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1709,Requiem of Destruction,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1710,Requiem of Destruction,"Causes supreme damage to enemy 
and lowers ATK",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1711,Brotherhood Kamehameha,"Raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1712,Brotherhood Kamehameha,"Greatly raises ATK for 1 turn and 
causes supreme damage to enemy",,0,150,20,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1713,Brotherhood Kamehameha,"Greatly raises ATK for 1 turn and 
causes colossal damage to enemy",,0,200,5,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
1714,Brotherhood Kamehameha,"Greatly raises ATK for 1 turn and 
causes mega-colossal damage to enemy",,0,250,10,0,2024-02-27 09:32:37.097798,2024-02-27 09:32:37.097798
